63,56.12,0.0,-30000.0,136.51
64,53.12,0.0,-27000.0,134.57
65,44.16,0.0,-39000.0,110.52
66,43.0,0.0,-39000.0,108.7
67,35.2,0.0,-33000.0,89.87
68,38.52,0.0,-39000.0,102.7
69,51.52,0.0,-30000.0,135.11
70,47.12,0.0,-42000.0,122.77
71,49.2,0.0,-24000.0,126.3
72,34.2,0.0,-45000.0,86.2
73,32.24,0.0,-33000.0,78.87
74,46.6,0.0,-33000.0,115.88
75,38.32,0.0,-36000.0,92.77
76,49.24,0.0,-36000.0,119.56
77,44.92,0.0,-30000.0,114.01
78,43.0,0.0,-33000.0,108.56
79,39.44,0.0,-21000.0,100.93
80,39.76,0.0,-36000.0,98.74
81,38.8,0.0,-54000.0,105.43
82,49.04,0.0,-30000.0,120.09
83,59.44,0.0,-33000.0,138.13
84,47.56,0.0,-30000.0,115.68
85,52.16,0.0,-42000.0,122.67
86,53.6,0.0,-30000.0,128.19
87,50.72,0.0,-33000.0,124.5
88,51.12,0.0,-36000.0,124.81
89,57.68,0.0,-45000.0,133.44
90,53.56,0.0,-27000.0,128.02
91,51.32,0.0,-48000.0,125.52
92,56.72,0.0,-39000.0,131.26
93,47.88,0.0,-33000.0,123.46
94,51.12,0.0,-39000.0,124.67
95,58.28,0.0,-33000.0,134.2
96,51.48,0.0,-30000.0,124.8
97,44.16,0.0,-39000.0,116.64
98,40.04,0.0,-33000.0,95.5
99,46.76,0.0,-33000.0,122.03
100,48.96,0.0,-36000.0,123.86
101,57.72,0.0,-24000.0,137.76
102,55.4,0.0,-33000.0,130.42
103,65.56,0.0,-30000.0,150.96
104,44.28,0.0,-33000.0,111.29
105,45.08,0.0,-33000.0,113.86
106,51.96,0.0,-30000.0,127.7
107,49.24,0.0,-39000.0,119.09
108,51.52,0.0,-30000.0,125.73
109,49.36,0.0,-27000.0,124.2
110,47.0,0.0,-39000.0,122.23
111,46.48,0.0,-24000.0,121.67
112,43.32,0.0,-48000.0,108.87
113,38.28,0.0,-39000.0,94.01
114,45.12,0.0,-42000.0,114.23
115,52.32,0.0,-36000.0,125.77
116,52.88,0.0,-27000.0,130.76
117,47.36,0.0,-30000.0,119.49
118,43.6,0.0,-45000.0,105.38
119,47.84,0.0,-27000.0,125.85
120,49.2,0.0,-24000.0,129.86
121,48.56,0.0,-33000.0,126.58
122,48.04,0.0,-36000.0,126.57
123,39.48,0.0,-39000.0,101.84
124,50.68,0.0,-36000.0,129.69
125,53.76,0.0,-33000.0,131.48
126,47.8,0.0,-51000.0,124.79
127,53.4,0.0,-39000.0,132.94
128,58.92,0.0,-30000.0,148.66
129,59.96,0.0,-24000.0,148.51
130,63.2,0.0,-42000.0,154.11
131,54.48,0.0,-33000.0,136.23
132,52.88,0.0,-39000.0,133.17
133,51.68,0.0,-39000.0,130.38
134,49.12,0.0,-45000.0,124.37
135,56.76,0.0,-24000.0,142.55
136,59.36,0.0,-42000.0,140.89
137,48.24,0.0,-39000.0,121.93
138,56.52,0.0,-36000.0,134.32
139,48.32,0.0,-42000.0,123.37
140,54.08,0.0,-24000.0,129.86
141,55.48,0.0,-45000.0,127.81
142,52.24,0.0,-24000.0,127.48
143,56.04,0.0,-36000.0,131.92
144,47.96,0.0,-24000.0,123.93
145,52.04,0.0,-42000.0,124.65
146,45.56,0.0,-27000.0,115.73
147,47.24,0.0,-21000.0,121.18
148,49.28,0.0,-42000.0,124.59
149,49.84,0.0,-39000.0,123.6
150,45.36,0.0,-42000.0,115.03
151,42.32,0.0,-42000.0,102.71
152,50.24,0.0,-24000.0,129.26
153,58.48,0.0,-33000.0,134.96
154,52.56,0.0,-39000.0,125.29
155,60.76,0.0,-39000.0,139.42
156,59.4,0.0,-39000.0,135.14
157,51.76,0.0,-33000.0,124.48
158,51.08,0.0,-45000.0,126.11
159,54.68,0.0,-15000.0,130.45
160,44.64,0.0,-36000.0,112.93
161,51.76,0.0,-33000.0,125.95
162,56.52,0.0,-36000.0,132.04
163,56.16,0.0,-36000.0,131.66
164,53.12,0.0,-33000.0,125.99
165,57.8,0.0,-36000.0,133.53
166,49.48,0.0,-27000.0,123.32
167,29.68,0.0,-33000.0,75.04
168,44.28,0.0,-39000.0,112.67
169,58.76,0.0,-33000.0,138.18
170,52.28,0.0,-33000.0,125.86
171,48.08,0.0,-27000.0,122.07
172,47.6,0.0,-33000.0,117.73
173,52.44,0.0,-24000.0,128.45
174,62.28,0.0,-33000.0,144.19
175,46.56,0.0,-27000.0,117.15
176,48.72,0.0,-42000.0,122.34
177,45.92,0.0,-33000.0,116.55
178,55.08,0.0,-36000.0,129.84
179,52.24,0.0,-27000.0,126.56
180,48.16,0.0,-39000.0,123.63
181,57.2,0.0,-36000.0,132.15
182,45.64,0.0,-18000.0,118.3
183,55.28,0.0,-27000.0,127.92
184,49.24,0.0,-39000.0,120.51
185,52.68,0.0,-33000.0,127.05
186,53.84,0.0,-39000.0,128.51
187,53.44,0.0,-51000.0,125.9
188,47.08,0.0,-21000.0,115.37
